x y z dx dy dz magnitude
5.63491 3.26278 4.7778 -4.01807 -2.01676 -1.07959 4.6236
1.88473 0.667047 3.84752 3.54436 0.902333 0.218087 3.66392
3.38444 1.41166 1.31637 1.41494 10.0767 4.35356 11.0677
5.94411 3.84932 0.639103 -0.886719 -1.23247 4.43005 4.68301
4.68717 5.77749 2.64575 -3.35341 -1.74825 1.76161 4.17193
-2.23838 1.84925 1.67746 7.09098 4.53422 3.47451 9.10568
1.61982 4.922 1.3407 3.06889 -3.85284 1.49688 5.14812
-0.206833 5.22685 1.9884 4.80278 -2.91754 -1.45283 5.80426
5.24879 5.34323 2.12755 -5.06252 -3.42962 0.232837 6.11928
5.07553 5.93889 3.31166 -3.24457 -7.11464 1.56767 7.97514
5.48532 2.51068 17.0908 -2.24346 3.42234 -27.9263 28.2245
0.311771 2.47935 -5.18814 4.3848 2.75907 10.4438 11.6581
1.19185 3.57527 11.1251 3.98875 1.40103 -22.4137 22.809
2.04561 5.68605 5.07978 4.9653 -3.38026 -3.78934 7.10207
6.80072 3.7737 4.00407 -7.42618 -1.51669 -9.20894 11.927
27.186 3.60411 0.663709 -25.788 -0.390161 4.20621 26.1317
4.33643 5.31757 -4.5179 1.21474 -2.49848 8.9075 9.33068
2.10526 2.35493 5.63523 3.9769 2.08237 -4.57842 6.41201
4.98851 4.33259 5.31699 -3.50757 -2.59372 -3.44178 5.55664
0.309884 4.62871 -5.13947 5.64399 -1.45873 9.47255 11.1226
-0.238562 3.02192 -5.43906 6.83784 1.31267 15.2264 16.7428
-8.66677 2.1506 -5.215 20.2147 2.42266 17.5343 26.8693
1.0945 2.86316 4.16895 4.78549 0.957963 -3.60318 6.06643
5.05823 4.90439 1.32724 -2.71465 -4.53813 2.00537 5.65557
4.34789 6.32275 2.86708 -2.18391 -0.581856 2.28947 3.2171
2.70616 1.59779 1.82357 0.792341 3.81174 5.44189 6.69114
3.08664 1.70069 0.802319 -2.7267 2.48151 2.96052 4.72837
4.46663 4.63445 0.205778 -2.80436 -3.85866 4.75163 6.73288
2.0882 1.24224 2.68631 0.774713 3.84273 -1.85213 4.33556
5.09357 4.05231 -0.634657 -4.31696 -1.70308 3.97116 6.10792
4.23961 -4.99745 7.18607 -1.69789 9.95204 -6.19781 11.8465
3.96207 5.14244 7.15367 -1.69545 -3.55795 -5.0793 6.42906
3.56111 5.47643 1.205 -1.03032 -10.5473 4.47254 11.5026
4.76109 -1.46364 5.15953 -4.94122 7.21552 -3.9266 9.58632
1.35293 5.32021 3.50582 -0.00657827 -2.78558 -2.6008 3.81099
-0.277886 4.28214 9.86171 6.09934 -1.39593 -9.16204 11.0948
5.42445 7.51962 4.90067 -4.68596 -5.01822 -1.36325 6.99995
4.6278 6.52796 5.1551 -2.75444 -3.85813 -4.7567 6.71552
2.54074 6.58137 -3.30494 2.37286 -5.3397 8.36689 10.2053
3.38454 0.93574 1.95356 -1.08691 6.92748 3.36066 7.77595
5.04476 4.6788 4.80401 -2.26424 -3.43132 -2.63153 4.88116
4.63777 4.57711 6.94827 -2.17701 -3.71586 -4.1679 5.99319
4.68373 4.54052 -0.547808 -2.71961 -2.75533 5.45907 6.6925
4.28887 -0.0196917 5.21994 -2.81134 4.05737 -4.90177 6.95653
1.62684 1.24009 4.47433 4.43012 3.7497 -1.42095 5.97539
4.74497 4.83789 0.979269 -1.2041 -4.74842 11.0837 12.118
2.12058 5.5587 -4.07937 2.86825 -3.97806 8.96766 10.2211
1.74502 2.0667 4.50203 3.14868 -1.50088 -1.01194 3.63192
5.29961 6.17332 4.29968 -4.46021 -3.42029 -3.35574 6.54621
5.77482 5.18289 2.98971 -5.04664 -2.57816 0.80471 5.72391
0.963662 1.83918 2.89072 4.80991 0.646065 1.12165 4.98103
7.5835 3.72215 0.710607 -5.69415 -1.74001 4.03253 7.19113
4.04614 5.12188 1.08422 -1.16533 -4.16815 4.51978 6.25778
0.955453 1.69054 2.40552 4.20338 2.47349 -2.31658 5.39936
1.751 13.5344 5.09573 3.78635 -18.8975 -2.08802 19.3858
4.14571 5.06996 1.09037 1.3585 -3.52943 1.99097 4.27392
0.224276 3.85736 0.940448 5.89155 -1.1849 2.95386 6.69624
2.06282 1.23933 2.73874 2.23696 3.97518 3.01549 5.46802
4.57362 5.7833 5.31337 -2.66104 -3.45961 -0.392249 4.38223
5.37366 5.35584 2.12009 -2.53515 -3.55908 4.58483 6.33362
4.74146 4.76604 5.49543 -5.98275 -2.93208 -3.91833 7.72941
2.56151 -6.36297 5.27303 2.30801 19.0108 -2.44084 19.3053
1.87684 -0.518298 5.13402 2.78005 5.56782 -3.52788 7.15369
2.82871 1.28567 5.82363 0.0776008 10.9972 -4.14621 11.7531
2.76461 5.68277 2.18648 1.8165 -3.9044 3.20784 5.36975
1.70241 4.91892 4.43089 9.71051 -2.97402 -3.13643 10.629
1.86254 1.24727 2.94967 3.5964 2.13466 2.31271 4.77907
4.72429 4.95777 1.40407 -3.76639 -3.19867 1.17005 5.07802
4.83804 4.33655 6.12007 -6.00939 -2.7405 -4.18021 7.81647
1.76611 4.4463 4.70173 1.70426 -4.03514 -8.89011 9.91065
2.1714 1.42134 -4.13779 2.73307 3.52054 15.6449 16.2673
3.02511 -0.731555 -4.06778 1.04901 8.62535 9.66174 12.9941
2.65924 1.75365 1.58881 2.12083 4.12012 3.57635 5.85351
5.52874 9.2836 4.16595 -3.87257 -8.08334 -0.48508 8.97622
3.44254 20.0269 2.0796 0.40932 -26.527 3.43301 26.7513
2.31077 1.83171 1.67957 4.24524 1.47536 8.90976 9.97911
5.65875 5.01223 3.54673 -3.63312 0.0162283 1.55202 3.95077
2.92015 1.41968 6.04601 -0.226586 3.56308 -6.14944 7.11073
0.514089 4.404 3.36751 4.8314 -3.13477 0.386149 5.7722
1.75396 4.09647 6.27142 2.82886 0.873931 -4.92275 5.74453
4.32366 5.71404 5.61009 -2.49593 -0.911332 -4.43062 5.16629
6.46313 3.66164 0.727931 -4.66014 -1.91301 3.85176 6.34134
2.00917 6.07579 3.32677 2.74134 -5.25378 -0.105968 5.92693
0.692774 4.85691 1.21195 4.56842 -4.29125 3.14128 7.01092
0.44581 -4.93087 2.72467 4.27855 11.715 2.37787 12.6965
5.11032 -18.1256 4.95954 -3.41589 38.0984 -0.810845 38.2598
4.52199 1.38761 2.23666 -2.23242 3.84015 3.07304 5.4013
2.69105 1.20806 5.66814 2.92096 10.7801 -4.1073 11.9001
5.30643 4.20334 0.481907 -3.16343 -3.27281 4.71319 6.55231
4.2893 5.01403 1.1385 -3.36534 -1.64163 3.30966 4.99743
6.09974 2.86035 4.00257 -5.67639 -0.203397 -2.8672 6.36267
1.64388 2.44731 4.48598 10.6634 0.343478 -4.173 11.456
4.13834 1.63279 1.69437 1.31849 3.8169 1.77908 4.41274
5.80257 5.17349 2.92825 -4.192 -8.89963 2.81629 10.2327
0.548736 5.50801 1.75649 4.61275 -4.77714 3.32406 7.42616
5.27329 2.64333 4.62255 -4.94295 -0.314017 -3.36249 5.98646
5.79522 2.18232 3.60651 -3.87269 2.41274 1.34609 4.75721
0.508367 4.14462 1.05607 4.74316 -3.00384 2.70096 6.23023
1.18556 2.89549 4.2644 3.83992 3.84016 -0.186589 5.43384
4.78818 4.65059 0.840788 -0.962619 -3.39423 5.19607 6.28065
4.168 1.38858 2.05018 -0.188294 5.93529 3.36896 6.82737
5.46585 4.32643 4.33793 -3.01491 1.48436 -1.90216 3.86151
3.73635 6.33852 2.27052 -0.363426 -0.491307 3.83078 3.87921
-0.196205 2.08989 9.25187 5.26055 3.22219 -7.14935 9.44294
4.646 2.4099 0.419135 -3.29876 4.2561 4.7289 7.16649
1.35106 4.67641 1.19726 4.54708 -0.880728 3.13915 5.59516
4.90859 4.79914 1.07446 0.640611 -1.68792 3.60834 4.0348
4.53162 7.50026 -3.23189 -2.33001 -5.66685 8.5228 10.4967
4.57981 0.757347 3.09564 -1.99181 1.06594 2.66055 3.49028
6.28059 3.91663 0.872611 -6.13158 -1.18083 9.1539 11.0808
3.19351 6.1227 2.16407 -0.535768 -5.22027 3.28674 6.19201
-5.28121 2.96916 -0.0775069 10.9242 1.3788 4.23132 11.7959
14.5528 1.59255 1.4942 -19.4407 3.58275 0.410038 19.7723
0.021015 5.25103 1.33318 5.86432 -0.980656 2.67874 6.52131
5.86582 1.88861 3.20877 -4.31125 1.97324 -3.23803 5.74156
4.6004 1.34786 2.29915 -1.9659 4.32121 -0.0491538 4.74763
4.97442 2.62682 5.73092 -3.65329 1.11326 0.865932 3.91609
-0.110122 4.49916 -5.15117 5.5493 -1.74197 9.62483 11.2457
5.43597 1.50331 -3.9942 -2.42004 4.15135 9.96021 11.0588
1.39723 5.24133 3.66418 0.965733 -3.36509 -2.11014 4.08768
4.92278 6.22455 3.4349 -5.43588 -4.56555 -1.41077 7.23764
2.7053 1.91704 0.64602 2.686 2.59571 3.68458 5.24676
-0.198683 4.0227 1.05008 5.02298 -1.83295 4.39943 6.92423
5.04314 0.164534 4.12029 -2.79246 5.96917 -0.946775 6.65771
5.20874 6.06933 4.05773 -2.75353 -5.12384 -1.44255 5.99305
0.124217 3.61846 4.13908 4.79066 -1.74099 -5.50209 7.5003
6.63625 5.04767 2.31174 -4.40318 -3.36222 2.94615 6.27473
4.8272 -18.626 5.41415 -2.7288 31.3181 -2.54632 31.5397
3.90145 6.01942 12.0885 -0.65284 -4.57816 -10.7035 11.6598
4.09103 0.993069 -4.08121 -0.391532 4.34225 17.6664 18.1965
1.83684 5.67239 11.2402 2.26012 -3.82924 -10.2263 11.1512
3.2006 0.952629 5.86773 0.333509 5.06672 -3.89151 6.3974
13.005 4.38233 -11.7848 -11.7558 -1.48457 16.108 19.9968
2.41878 0.898789 5.35652 3.3267 2.66855 -5.16305 6.69665
1.59163 1.36355 3.337 3.67155 4.45876 0.521397 5.79937
4.98067 4.28174 5.71027 -3.1366 -1.66132 -0.710584 3.61983
3.4067 6.58409 5.68833 1.91609 -3.95625 -4.98112 6.64341
1.499 5.47607 2.95861 3.34782 -4.91927 2.19788 6.34333
0.923256 4.4542 1.02368 1.60314 -2.57721 4.6631 5.56387
1.1265 2.89841 4.21813 4.08186 1.3133 -3.78664 5.72058
3.35089 0.844835 2.01691 1.67603 3.33801 3.75886 5.29909
5.50521 1.68727 3.74349 -3.48716 3.12791 -2.6575 5.38576
1.99198 1.69098 5.00689 3.88009 2.95048 -1.38112 5.06635
1.62233 2.87627 4.79314 2.58 -1.9831 -2.34349 4.01012
6.51078 2.73262 3.77797 -5.92311 -0.188466 -0.316662 5.93456
2.27687 4.5416 5.9232 1.88739 -3.85539 -3.39852 5.47506
5.29194 2.70976 4.64605 -4.29876 0.952441 -4.2049 6.08832
3.29037 13.2651 2.17551 -1.45625 -33.6807 1.98587 33.7706
4.73327 1.80244 1.7824 1.03256 2.57043 2.26327 3.5771
0.310726 5.57447 1.25587 4.23727 -3.54895 6.09815 8.23024
4.86263 2.13465 5.37321 -4.02928 2.54656 -4.24431 6.38233
2.81875 14.1767 18.1514 0.569756 -21.171 -22.2864 30.7445
2.13047 2.45758 5.8308 3.35126 2.68645 -1.77386 4.647
1.54321 0.823872 4.36679 10.6981 3.0614 -4.48478 11.9973
3.88367 0.924284 5.70365 -1.27198 4.70475 -3.47637 5.98646
2.75292 0.813278 2.47451 -0.507994 4.5319 2.76406 5.33256
0.681465 1.95169 2.83553 2.68978 3.88197 -1.02424 4.83256
2.73132 5.05647 0.374536 2.96342 -2.89174 3.49233 5.41668
6.69909 1.77814 2.11104 -5.09964 3.62943 2.22161 6.64189
2.12195 11.6829 0.962278 2.2672 -10.3235 4.54626 11.5058
-5.42251 3.63952 -1.07792 11.3513 0.442018 5.16775 12.4801
4.32606 5.26315 5.67883 -2.56792 -4.4489 -1.66393 5.39959
6.02606 1.78039 2.54903 -0.0736472 3.40006 0.0116155 3.40088
4.04007 5.09657 0.795799 1.4545 -1.83542 4.23472 4.83913
2.81347 1.20289 5.73881 2.21727 5.39847 -1.68965 6.07575
1.63054 2.72146 11.0603 5.0523 1.16195 -16.5142 17.3088
5.70448 1.545 2.03216 1.33183 3.36322 0.601524 3.66699
4.39432 6.02007 11.8092 -2.00527 -5.26362 -15.1797 16.191
3.01114 1.13045 2.09929 1.59301 3.81683 3.3875 5.34612
1.12297 2.86248 0.702177 4.12247 2.89788 10.3054 11.4714
5.59186 5.35198 2.81446 -3.42244 -0.364602 2.50554 4.2572
2.17089 5.92632 3.03564 1.77563 -4.40223 -1.36908 4.94033
4.07989 6.78236 5.32286 -2.2677 -4.80952 -3.84555 6.56218
3.0884 5.23749 6.97186 1.77604 -3.42304 -11.5859 12.2109
4.64834 0.605966 -3.12666 -2.32248 4.93286 8.4049 10.0185
3.10967 5.26696 0.468121 -0.805873 -4.00169 4.78946 6.293
-4.97239 2.59926 -0.959459 11.6646 1.44328 4.79431 12.6937
-4.07566 1.84853 0.702625 9.8565 2.11571 3.57922 10.6976
4.85489 4.43853 0.599669 -2.98334 -2.32199 4.13534 5.60294
4.98395 1.19106 11.4413 -4.12945 3.70426 -16.5922 17.495
4.65552 5.63288 2.3607 -3.96175 -3.07771 1.23529 5.16659
0.770989 3.58359 4.34731 5.09512 1.53581 -1.29335 5.47647
5.00378 1.31926 2.72354 -3.65455 3.62191 1.20912 5.28545
2.25974 1.58646 -10.7459 2.88546 2.37175 16.4355 16.8546
1.96298 4.40065 0.649121 3.14472 -1.52552 4.74879 5.89639
2.6221 1.13112 2.35358 1.94653 -0.135641 2.99807 3.57712
3.78872 1.30498 1.79044 -0.822917 -0.613181 3.73576 3.87416
1.81768 2.59997 0.634431 3.64712 1.027 11.8637 12.4541
1.14047 1.77693 3.2423 3.16878 3.29704 -1.85056 4.93317
5.12595 6.48516 4.19267 -3.95735 -4.7463 -1.1317 6.28242
5.43824 3.37776 5.3522 -17.9938 0.332336 -13.4584 22.4726
1.42876 3.26005 -0.129794 0.762904 1.32122 18.669 18.7312
1.25589 2.17886 3.99934 0.381829 2.15432 -3.24449 3.91326
3.29142 -5.64926 6.3216 -0.827062 11.6935 -3.58681 12.2592
3.6463 1.2081 6.20869 0.306694 4.26559 -4.42412 6.15322
2.82998 5.91424 2.31993 -0.242295 -4.4081 3.28333 5.50185
2.31028 1.70974 5.33258 1.45571 -0.565466 -3.39091 3.73325
6.52355 1.83178 2.26021 -4.77223 4.08734 1.51843 6.46422
4.98623 2.67621 0.250293 -1.75738 -1.38603 5.99168 6.39606
7.408 5.43834 1.31611 -6.24781 -2.45655 2.99502 7.35119
5.21008 4.62232 4.52645 -5.39346 -2.71073 -3.19417 6.82937
4.63639 4.44837 -0.0627752 -2.72765 -1.76237 6.74437 7.48549
2.84497 1.01889 2.3058 1.91252 5.05555 0.894959 5.47881
-4.32896 2.09792 0.221565 16.4738 2.94297 4.2069 17.2553
5.04083 1.79826 4.72755 -2.39435 4.92679 -1.74773 5.74984
-0.941893 2.29751 1.09749 6.00052 0.474381 4.84182 7.72493
2.51626 1.54724 5.5099 2.36742 4.12334 -2.78196 5.50871
0.879713 2.13069 3.20148 11.7608 2.14055 -2.44275 12.201
4.70093 5.25447 5.24717 0.259823 -3.1336 -4.13594 5.19547
4.16131 12.6373 18.5371 -1.26398 -11.1922 -16.6663 20.1154
3.62839 5.7868 6.15284 -1.07851 -3.8052 -5.36103 6.66209
1.40101 1.83869 10.2746 4.30194 1.95962 -9.89525 10.9664
5.51917 5.38042 3.00002 -2.99882 -3.57009 -1.41002 4.871
0.487007 4.31459 1.13879 4.59927 1.1697 3.58803 5.94941
3.22714 5.75268 1.8322 0.598074 -4.08225 5.07437 6.54001
2.45419 0.801061 2.88376 2.59096 3.41259 3.3441 5.43524
6.62125 1.98014 8.98558 -4.72643 3.57119 -6.42023 8.73567
-4.82076 4.50744 0.680993 10.3707 -2.60022 3.19718 11.1595
5.61321 1.95131 3.70838 -9.57657 4.0443 -1.42675 10.493
2.33254 1.48268 -10.6525 1.80339 4.08237 22.9336 23.3638
3.77334 5.29542 6.90714 -0.832853 -3.50212 -6.2779 7.23675
1.92894 5.47102 4.92386 3.49861 -3.22573 -3.73695 6.05065
5.73552 5.16503 3.30146 -5.90816 -3.00555 -1.98971 6.92089
5.04623 2.50539 4.97721 -2.70283 2.82281 0.351211 3.92388
3.50765 5.61618 19.2184 2.07697 -2.52846 -18.9322 19.2129
2.79642 1.23059 2.17678 -0.89734 5.06453 2.98964 5.94917
0.514654 5.00592 -5.13401 3.76811 -3.21154 10.9852 12.0494
3.45265 1.51824 0.685847 -1.47432 3.29367 4.30998 5.62119
4.44989 -0.154544 5.16871 -1.71829 12.2078 -3.7718 12.8922
2.29511 -1.78288 5.34812 2.698 7.38631 -2.64967 8.29804
3.1669 21.0372 18.3694 1.40863 -49.0105 -47.0646 67.9639
11.9637 2.77009 -0.84714 -10.6127 0.453721 5.65418 12.0335
3.63823 1.48902 1.13493 2.34548 3.6205 1.59838 4.60045
3.17221 5.71014 1.85344 -0.819524 -4.62001 0.632582 4.73458
6.33963 11.1838 3.76793 -4.87936 -9.48494 0.192472 10.6681
2.34528 1.09132 2.51438 4.10405 3.49453 0.604524 5.42406
0.33322 3.26203 -5.6456 5.78899 -0.4408 16.024 17.0434
4.54831 1.32017 2.30635 -2.98127 4.2714 1.31538 5.37243
1.53937 3.2427 -0.418418 4.42544 -0.80866 4.18782 6.14624
4.55403 -1.27488 11.7295 -1.86172 8.25063 -8.81381 12.2157
5.45348 -5.27307 3.96831 -5.23411 10.2249 -1.44499 11.5773
11.9404 2.6513 0.405416 -10.5792 1.14719 6.21464 12.323
2.31131 5.46415 2.19602 3.81525 -3.61588 6.82331 8.61326
5.28703 4.28317 4.60041 0.143923 -1.73352 -3.73416 4.11943
5.31884 47.5538 4.18763 -3.56104 -67.4896 -0.201148 67.5837
1.19516 1.68019 2.80684 3.00612 3.85455 -0.736857 4.9434
3.68348 5.50891 6.47758 -1.67523 -4.26188 -3.6785 5.87379
1.30545 1.69014 3.45244 6.99662 3.65049 -1.40246 8.01533
3.65734 0.716556 5.79074 -0.853418 4.52991 -4.20136 6.23697
1.52066 4.02614 4.64764 2.97551 -1.78562 -10.6034 11.1568
1.91249 4.28757 5.27775 4.93768 -9.09831 -2.43307 10.6339
6.88341 3.23688 4.06995 -7.53904 0.521931 -3.32571 8.25651
1.07741 4.02085 0.706451 4.3729 -1.71481 3.52006 5.86973
2.29268 1.47478 2.18859 3.50344 3.77842 0.437536 5.17126
6.77219 4.99388 1.33401 -12.4565 -2.96312 2.29485 13.0081
0.320234 1.9778 8.9859 3.98869 4.87303 -5.93049 8.65025
5.36916 4.10351 0.266309 -2.81234 -1.91486 6.12946 7.01044
5.16688 2.08126 4.52655 -2.26006 3.14727 -4.41819 5.87652
3.68739 5.88243 5.9824 -1.97985 -3.49526 -4.98068 6.39874
5.21609 5.45832 2.28023 -3.01238 -3.79952 -0.28149 4.85695
3.59249 5.48179 0.302366 2.92873 -3.48844 2.3804 5.13936
4.85538 1.89339 1.64143 -2.97252 0.885672 4.11832 5.15566
2.11788 4.69733 18.3206 2.46121 -3.12924 -22.6641 23.0111
1.52749 1.05013 4.19191 4.88316 3.46393 -0.97429 6.06575
-5.58641 5.27591 3.49938 21.1098 -3.55428 -1.55212 21.4631
6.10614 3.97206 10.4701 -5.16888 -1.07603 -9.66416 11.0123
1.27122 2.942 0.511279 2.68717 -1.23612 6.14472 6.81957
4.94613 2.02185 -11.5073 -2.03698 3.08978 18.7646 19.1261
2.5625 0.0582674 5.1924 0.984742 7.59965 -9.51459 12.2169
4.9242 1.92806 5.02056 -3.21206 3.15234 -0.585434 4.53842
3.65821 -12.86 5.97259 -0.065754 26.2138 -3.7841 26.4856
2.05853 5.7401 2.86763 1.84583 -4.8109 -0.629953 5.19121
-0.268901 2.9665 1.00268 4.89621 2.17949 4.34749 6.901
3.59846 7.04022 5.65867 -0.690223 -5.71276 -3.65893 6.81908
2.61056 4.872 6.12511 1.01555 -3.46108 -4.78913 5.99551
3.55399 5.5611 0.0956134 -3.17732 -3.28595 2.92269 5.4254
0.54754 2.35395 9.57995 5.681 1.24658 -8.99473 10.7113
1.7667 5.34225 2.13512 -1.18901 -3.34812 0.754135 3.63213
2.78444 1.66567 6.25493 2.63531 2.3627 -5.98669 6.95469
1.26176 3.83948 0.382321 4.52679 0.909398 9.64003 10.6887
-3.8061 1.35225 1.75023 9.49378 3.92736 1.04738 10.3273
5.07079 4.44157 4.89434 -2.88685 -2.50247 -9.80919 10.5269
3.61511 5.71222 -0.145765 -0.455716 -4.09092 1.18963 4.28468
3.46538 1.4852 1.08166 0.370988 5.14016 4.41501 6.7861
5.93148 2.48695 0.979493 -2.32026 2.97897 5.79308 6.91503
2.5144 2.12101 0.46649 -1.41812 2.9799 2.74713 4.29391
4.13771 -0.270224 -3.78911 -0.34382 6.01275 9.78349 11.4886
3.32187 5.58698 6.46296 0.52837 -4.0183 -5.02566 6.45625
1.10957 4.48179 -5.41452 2.91086 -3.5409 11.0272 11.9419
2.41479 1.71122 1.84009 3.22025 1.90892 3.01109 4.80423
4.59673 -1.29706 5.27905 -1.98026 7.69711 -2.42142 8.30844
0.215619 4.11274 3.79468 4.69125 -2.77558 -1.35792 5.61744
5.73719 2.06539 3.55707 -4.10442 4.05012 -5.71938 8.12165
4.4763 1.70437 1.83227 -2.39636 2.94741 3.68261 5.29069
3.19756 5.35784 1.14581 -0.564871 -4.9296 1.75386 5.2627
5.45525 3.85663 0.12045 -4.75315 0.236885 3.80941 6.09591
-0.205548 4.32656 1.19407 5.73015 -0.213789 3.22054 6.57664
5.18095 1.13555 4.731 -4.29022 1.3189 -3.685 5.80729
4.3456 5.7928 5.55639 -2.24466 -0.668913 -3.74761 4.41934
3.88418 1.52465 -0.0644858 -0.0605448 4.92047 5.61355 7.46503
2.81739 5.10309 1.16108 1.79198 -3.92152 1.27155 4.49514
2.80698 12.4992 2.05303 1.50619 -12.1547 0.933977 12.2832
3.29496 0.800815 2.06147 0.082876 5.48644 3.73018 6.63492
0.807783 12.278 2.07367 3.13568 -10.5088 4.99703 12.0514
1.64328 4.92586 1.36261 2.21053 -3.80143 0.686788 4.45073
1.54731 4.28836 0.70958 3.55151 -2.48576 3.90773 5.83632
5.09627 2.72605 5.09952 -4.76213 2.60903 -3.22392 6.31495
0.27765 2.50402 1.21901 3.232 3.89492 4.52436 6.78867
0.488847 4.48643 1.19806 5.03053 -0.478889 3.31217 6.04203
6.21224 1.68965 2.18244 -1.54607 3.97426 0.205498 4.26934
1.01276 3.75553 4.36455 3.34144 -2.76913 -1.89567 4.7357
4.40854 5.46417 2.1135 1.94245 -3.39911 0.830781 4.00216
2.25305 2.50375 6.52181 2.24819 2.17067 -6.078 6.83434
1.34491 4.81256 4.05899 5.34254 -1.02331 -3.17129 6.29658
1.71243 2.7245 4.80112 1.1034 2.43614 -3.43288 4.35166
-5.09213 5.07021 1.74158 11.4311 -2.47676 1.81826 11.8368
1.52461 1.40106 3.55517 4.63504 10.45 -0.53963 11.4445
1.39294 3.32178 5.05993 6.90915 -0.790113 -4.15248 8.09961
-6.08994 4.39432 3.7739 12.4248 -2.42883 -1.01322 12.7004
0.0455442 2.4142 3.08607 6.93658 2.31889 -0.190865 7.31641
4.90652 7.1536 3.73406 -3.48541 -3.56112 1.39412 5.17428
5.22195 5.71682 3.41502 -4.65833 -3.73793 -0.629921 6.00574
4.87297 1.97902 1.43309 -2.22704 4.38751 10.2825 11.3991
11.7355 4.63876 0.847796 -10.0794 -0.592045 4.01638 10.8663
3.23991 5.34729 0.726892 -0.61547 -3.42437 11.6221 12.1317
-4.55115 5.16463 1.77768 16.9038 -3.69491 1.46908 17.3651
1.4485 3.12316 4.81152 4.45416 1.5408 -16.4796 17.1403
7.31043 4.45584 1.21194 -5.39847 -1.75376 4.24503 7.08798
4.84043 5.30456 2.07348 -2.98126 -16.6167 2.88108 17.1261
3.1551 6.5367 2.36188 0.997677 -5.14869 3.52598 6.31956
2.54502 5.17962 1.69952 2.37982 -2.53731 4.98113 6.07562
4.32544 0.381857 5.24306 -1.70346 1.30662 -3.49846 4.10466
1.83226 5.26982 2.04988 -2.08209 -3.32762 0.396543 3.9453
5.31136 5.6017 3.42674 -5.65812 -3.09367 -0.167373 6.45083
0.461491 2.98921 -5.46258 5.05618 0.479325 10.5425 11.7021
6.45202 2.68398 3.67575 -4.83903 0.5016 2.17302 5.32821
1.24821 3.86436 4.46905 6.59738 -2.14707 -2.94523 7.53722
1.11957 3.1212 10.8143 3.57165 1.79796 -22.3867 22.741
-11.4713 2.24036 0.560204 23.8571 1.61207 4.20959 24.2792
4.78081 -0.24599 3.52452 -3.12874 4.13763 1.58718 5.42477
5.93234 3.44472 10.9116 -4.30313 0.300806 -11.6762 12.4475
5.10664 4.91686 1.36891 -0.669978 -3.92231 4.06248 5.68658
1.65098 2.89164 0.0224905 10.688 0.55387 5.4846 12.0259
-7.07172 5.33432 1.84289 20.2336 -3.17973 -0.641147 20.492
1.51783 5.67267 3.93668 3.6442 -3.38838 -2.85683 5.73784
2.29374 5.69717 2.40452 3.71868 -3.22739 7.76414 9.19383
3.58916 1.44826 1.2022 3.42004 3.41415 1.61225 5.09435
3.57986 1.28916 1.55505 1.5688 4.87245 2.46651 5.68204
1.03839 4.97236 3.22687 3.9886 -6.81163 1.52781 8.03998
5.53611 4.42245 10.6264 -3.44049 -1.80722 -10.551 11.2439
1.70946 1.52613 2.19408 2.26284 4.74474 3.30912 6.21154
3.80628 1.35443 6.18041 -1.91958 4.4627 -3.03684 5.72912
5.18082 2.97989 5.96735 -3.43877 1.50614 -5.04057 6.28498
4.81986 5.97947 3.16318 -3.09983 -13.8012 1.75956 14.2541
5.02933 5.15775 4.75382 -2.63924 0.868267 -1.89205 3.36144
5.17857 5.42003 4.54004 -2.48882 -4.08225 -2.3939 5.34694
2.41328 1.66456 1.91137 2.77506 4.12555 1.61037 5.22632
6.24336 3.12795 4.12632 -4.08864 2.61831 -1.38953 5.05008
0.362252 4.27193 3.51406 3.60399 -2.60478 -2.11391 4.92364
1.20866 2.88487 -5.79436 3.94108 0.0678352 11.2196 11.8919
4.11904 5.1672 1.40027 -1.13013 -3.59321 0.16357 3.77029
5.3636 3.17115 5.16332 -9.77225 -0.987233 -4.83925 10.9494
1.60328 3.09562 5.10195 2.98159 3.2436 -1.87129 4.7867
5.45829 6.6764 4.68605 -3.48463 -0.188666 -0.913051 3.60721
-1.1922 5.04592 1.41876 13.3382 -3.57727 0.871868 13.837
1.49292 1.02331 4.2699 2.73396 4.61787 -2.08005 5.75551
0.0790982 5.4496 1.71369 4.85971 -5.40029 2.16852 7.58171
6.59291 -4.18078 3.74374 -5.17141 9.30419 0.163647 10.646
2.71436 1.2314 2.22727 1.58138 0.0198311 3.42539 3.77286
5.60607 2.84341 4.35038 -4.05968 1.405 0.141879 4.29827
2.74782 1.81079 6.32502 2.19758 0.476769 -5.36701 5.81906
4.98113 2.64231 5.55968 -3.48891 0.940099 -6.05446 7.05073
1.93924 5.74109 5.03063 3.31566 -4.60224 -7.66953 9.53918
1.5323 5.55657 3.63709 3.68164 -3.00882 -2.84375 5.54026
7.14083 2.88216 3.83178 -6.76433 2.05278 -1.1781 7.16645
5.27986 1.36806 2.84901 -3.26987 -0.316458 2.23546 3.9736
5.61234 5.02924 3.63873 -2.04633 -3.80576 -1.98439 4.7549
3.98783 1.51338 -4.67769 -0.119143 3.83744 17.5606 17.9754
4.85098 4.57651 12.0085 -3.11293 -1.64363 -12.2896 12.7838
1.83667 -4.06561 5.48738 3.13935 9.46777 -3.28656 10.5022
4.2966 5.41152 1.99077 -2.25011 -3.61683 -0.15824 4.26257
3.60866 6.73702 5.66715 0.603963 -6.64599 -9.21389 11.3767
