x y z dx dy dz magnitude
3.99089 1.77486 0.451922 -2.32576 4.07666 4.18553 6.28864
2.18205 4.36498 0.035156 -1.12824 -1.89467 3.90667 4.48606
0.512946 2.66833 1.10818 3.1371 2.92821 5.27035 6.7965
2.28024 5.69826 2.40886 2.68138 -6.0608 1.44405 6.78295
6.40506 4.60491 3.12158 -4.44034 -1.91751 -3.10844 5.74943
2.25199 4.48863 6.00005 3.7726 -1.07541 -11.9455 12.5731
5.58167 4.97168 3.82807 -5.67932 -2.26234 -0.289812 6.1202
6.40342 2.64027 -5.29251 -4.33408 2.36553 10.5312 11.6312
-0.426048 1.91038 1.29665 5.9836 1.4139 3.70813 7.18003
5.48388 1.69142 1.93292 -3.23733 9.81091 3.87078 11.0326
1.43973 4.27768 0.716783 3.73138 -1.42408 4.35624 5.91
5.64834 3.05018 4.48904 -4.36242 -1.20861 -0.970266 4.62956
0.186337 2.02101 9.07573 4.26492 4.03517 -6.34435 8.64425
5.06948 2.72577 -0.149749 -3.28392 1.30166 6.16649 7.10662
3.31036 -6.43613 5.73599 1.3832 19.5102 -2.53164 19.7223
5.9029 4.64023 1.13193 -5.25781 -1.71988 2.82801 6.2129
2.00627 0.805396 3.36333 3.4434 4.68753 0.262055 5.82225
2.2407 2.05158 0.988334 -0.913952 3.15335 2.52571 4.14224
1.24193 2.13181 3.81807 4.71842 4.85977 1.30973 6.899
1.15311 1.6823 9.1148 4.00026 3.57406 -7.08485 8.88657
5.94051 2.49794 0.980609 -3.432 3.14893 4.49023 6.46967
1.51852 1.33864 4.29571 4.21993 3.11208 -0.261924 5.2499
2.92943 1.09633 5.73553 1.67397 4.30868 -0.443536 4.64366
1.10399 1.69147 2.63043 4.86737 2.21833 1.55388 5.57017
3.10325 1.65934 1.0746 -1.36734 3.02199 3.46059 4.79351
1.24312 3.06516 4.46729 5.43803 7.79163 -0.562959 9.51833
4.34897 2.09368 6.08336 -3.33483 2.66244 -2.69075 5.04478
4.19919 5.09395 0.213202 -3.17057 -1.6709 4.32013 5.61319
5.56503 4.84315 4.068 -3.42416 -3.89602 -0.937735 5.27098
3.00522 1.4682 6.20329 1.01005 4.10281 -4.23586 5.98296
5.67882 2.4614 4.07391 -10.3197 1.98696 -3.96125 11.231
5.61554 2.55068 0.883551 -3.79211 3.14677 2.12828 5.36766
0.992364 3.59847 4.50834 5.20922 -0.766691 -16.375 17.2007
4.1761 1.82295 1.29453 -1.08094 5.23939 4.18485 6.7921
8.5167 5.15719 1.85949 -7.06527 -3.70912 1.79988 8.18017
1.48851 5.9838 4.34807 5.58273 -4.02256 -1.87958 7.13307
4.5301 5.55427 2.25437 -0.766049 -11.1526 3.9448 11.8545
2.34433 2.29527 5.87578 2.0684 -0.79665 -3.80099 4.40005
5.29521 0.933413 4.14269 -3.88988 3.64608 -3.03108 6.1329
0.913621 2.32306 3.45725 11.7365 2.9371 -0.688734 12.118
1.01478 5.12063 -4.98483 3.67288 -4.45703 16.6085 17.584
5.37104 5.10461 4.24006 -3.43948 0.293666 0.654901 3.51357
4.45928 6.50905 3.17503 -3.04446 -3.06905 1.92154 4.73077
1.96352 1.57676 -4.26825 3.00603 3.14643 9.23985 10.2133
4.00489 1.79722 0.548154 -0.801852 3.53047 0.409461 3.64347
3.50502 12.7912 6.08053 -0.932971 -18.6882 -3.63701 19.0617
-5.19509 2.70251 -1.5935 16.7174 1.82995 14.0776 21.9317
6.34492 2.30267 1.20889 -4.7073 6.15174 3.1689 8.36926
2.46283 -4.98889 1.29628 2.5447 11.6117 3.79563 12.4785
4.34541 6.98521 5.19899 -1.75244 -5.02284 -4.31686 6.85093
5.79687 1.87245 3.28344 -3.68986 -0.151078 1.89561 4.15105
4.42181 1.62689 1.91756 -1.79942 0.0897616 3.83221 4.23459
1.74102 1.81468 1.80958 4.13758 9.16982 2.32861 10.3261
5.90734 2.35195 3.69113 -3.2758 4.93099 -7.15585 9.28718
2.31782 1.94287 5.45773 1.87574 -0.373862 -3.6129 4.08794
8.38147 2.06046 1.31641 -7.24444 2.6319 2.40228 8.0734
5.00282 5.75375 3.02775 -2.13482 -3.92125 -2.10537 4.93621
2.51497 13.5533 3.15885 0.933709 -19.7902 2.65471 19.9893
-0.218032 1.90091 1.32921 4.81673 3.34786 4.0078 7.10433
4.96246 12.1682 4.92645 -1.86293 -10.671 -3.37964 11.3474
1.69238 7.57771 5.09521 3.38719 -5.06566 -4.32637 7.47338
4.29341 4.85629 6.41821 -3.92271 -2.35871 -5.21239 6.93688
5.47113 3.92996 0.237286 -2.42401 -3.02292 5.45949 6.69477
3.25557 5.80548 1.85172 0.904025 -3.98806 5.84372 7.13239
7.19386 1.63368 1.91297 -5.20115 3.12804 -0.85168 6.12877
7.01458 2.16264 1.31658 -5.00876 2.41026 3.96155 6.82576
5.19702 12.6602 3.18716 -3.81382 -13.153 1.66411 13.7955
4.0022 5.27322 1.49176 -1.2694 -6.76975 4.40479 8.17576
4.24038 5.11519 5.98372 -1.80725 -5.53127 -2.76685 6.44333
2.077 2.04821 1.1661 3.22073 4.00683 3.59642 6.27392
1.74576 1.15123 3.39734 3.5 -0.200795 1.37755 3.76669
2.18766 6.24985 3.32002 2.42132 -5.18957 -0.618711 5.75997
4.89529 0.81974 3.33647 -4.28709 4.20878 -2.08586 6.35954
4.31839 -6.83053 3.06884 0.0315928 25.9048 2.58927 26.0339
2.35771 12.0364 5.42559 1.34567 -10.637 -3.90347 11.4102
7.34887 5.51667 1.3684 -5.87421 -9.5331 3.22235 11.652
3.19846 12.3891 1.44174 1.47187 -20.487 3.78367 20.8854
2.41448 11.5713 -0.405247 2.03165 -9.3596 6.43478 11.5385
3.31175 5.41827 0.632493 2.1579 -3.16339 3.55927 5.228
4.42015 -0.477394 3.08999 -2.09721 5.27367 2.52847 6.21314
2.0382 4.8787 1.18928 -0.205835 -3.45872 1.24727 3.6825
1.69964 2.63394 4.69439 0.634423 2.57742 -9.23147 9.6055
5.48218 4.71173 4.16894 -3.92831 -3.34325 -0.613615 5.19475
2.62666 5.41948 2.0022 2.41691 -2.94726 2.95164 4.82079
1.09867 2.21996 3.60195 3.3255 4.27454 -0.48106 5.4371
5.28437 10.7295 5.31969 -3.09557 -9.77027 -2.25301 10.4937
0.431512 4.25369 1.12694 4.53338 -1.86102 3.99924 6.32526
2.82895 1.31684 2.07358 0.0338079 5.06553 3.33472 6.06474
12.4143 5.39636 3.14738 -12.9932 -3.93667 -1.58251 13.6684
-0.685548 1.71326 1.32518 5.18106 4.83992 3.85873 8.07205
4.15178 0.726541 2.50194 -1.97677 4.79758 2.65862 5.83033
1.76622 5.49366 2.50963 6.69779 -3.57637 -0.954945 7.65263
5.09445 6.99464 4.23005 -3.48327 -4.82114 -3.01225 6.6671
5.15288 5.87919 3.61759 -7.4271 -4.55799 -1.28096 8.80784
1.94876 8.8183 4.8694 3.94783 -6.87192 -3.51684 8.67045
1.61101 2.38022 4.41038 3.02758 3.55959 -7.91923 9.19516
2.73258 1.74339 1.53437 2.86461 3.03463 2.51709 4.87347
1.82739 -0.888166 3.73584 4.21492 5.6081 -0.458539 7.03041
20.3178 2.30924 3.08127 -61.4246 1.6032 -2.14698 61.483
1.88968 5.39376 4.79396 2.75445 -2.92756 -4.58073 6.09431
4.53786 6.43125 3.23109 -3.0381 -3.02756 2.66057 5.04726
2.52333 5.19635 1.74498 -1.70467 -3.28753 1.14986 3.87762
-0.395639 4.30074 1.1544 4.70082 -2.24011 5.04439 7.24994
0.12074 1.98444 1.33361 5.64671 7.60348 2.76265 9.86562
5.22255 5.3036 2.0836 -3.94992 -5.65623 2.83818 7.45989
1.77578 4.36441 0.734987 3.47975 -1.5957 4.02975 5.55822
5.16678 4.00832 5.21878 -3.35993 -1.39845 -4.59609 5.8625
4.51739 2.07141 0.733528 0.867802 3.93733 3.56443 5.38153
1.27645 2.7173 0.66862 3.50762 1.64485 -0.419156 3.89675
5.20784 3.86317 5.66663 -4.17592 -1.28537 -4.74528 6.45044
5.70138 5.41921 2.09692 -3.66672 -5.29016 1.61157 6.63535
1.77277 2.26976 4.60433 3.60631 -0.851583 -1.47571 3.98854
2.41353 -4.69154 5.90638 2.42509 11.1228 -2.41905 11.6383
12.3615 3.59718 5.38548 -11.1311 -0.258077 -5.26001 12.314
2.96538 -5.75941 5.82092 1.49344 12.4937 -2.57319 12.8431
7.11346 4.93729 2.55702 -5.76217 -5.06297 2.25055 7.99383
4.19043 11.9562 6.96567 -4.32009 -10.8998 -5.64486 13.0128
12.236 4.90143 -2.08939 -10.2938 -2.72389 7.00985 12.7483
4.50216 2.09776 0.681074 -1.95473 3.57295 1.61261 4.38035
6.28221 4.65758 1.19682 -4.09315 -2.1282 5.4719 7.15716
1.69196 3.89921 6.06973 3.03694 2.15785 -2.91302 4.72916
4.59577 4.87509 0.856823 0.558892 -5.4718 4.29349 6.97761
4.13044 0.547894 -3.85494 -3.45308 3.86945 7.33692 8.98481
5.19952 2.89137 -0.162132 -0.436151 2.29618 5.38482 5.87018
-4.30376 4.84132 12.7539 11.582 -1.86937 -11.7694 16.618
1.90388 5.14898 -10.9431 4.39129 -1.93958 15.118 15.8619
5.23168 3.07682 5.43292 -3.84723 0.877514 -11.485 12.144
3.15544 12.6789 8.32824 0.720191 -10.961 -7.39285 13.2407
-0.135725 1.3369 1.27149 5.56187 2.32287 4.7921 7.70028
0.474875 4.21962 1.10129 4.84432 -3.11534 3.42554 6.70128
2.36004 2.0296 0.949097 2.72608 2.1549 4.21231 5.46064
5.66836 3.79123 0.332729 -2.89516 -3.06711 5.09167 6.61167
-11.8976 1.3535 2.53821 24.3845 4.01739 0.308876 24.7151
3.4716 0.948749 12.3908 -0.77215 5.25695 -16.2589 17.1051
2.2903 -12.935 15.8149 1.6716 18.0845 -14.8984 23.4905
1.55361 -0.388556 5.1274 3.41352 5.57196 -3.20113 7.2764
6.2357 4.64787 3.18292 -3.77601 -2.50284 -2.62917 5.23784
1.6676 6.23311 4.27692 3.74143 -0.574748 -0.0587641 3.78577
1.27644 -5.41708 2.45477 3.32635 10.5326 2.93297 11.4282
1.78456 1.21629 3.05667 2.62604 4.47459 -0.732805 5.23976
3.48413 1.30198 1.5424 0.897679 3.99713 4.03171 5.74783
4.8327 5.73528 2.81046 -0.457913 -4.83769 -0.285086 4.86767
-6.43743 2.40389 1.20842 12.4742 0.131017 2.66565 12.7565
2.41639 6.2487 3.07407 3.82015 -4.04768 0.036064 5.56584
3.26095 -0.0625899 2.31802 0.408562 0.138227 3.28841 3.31658
0.496661 4.99233 2.55365 1.23178 -3.3359 -0.510152 3.59246
1.24474 4.73767 3.9928 2.46045 -3.17744 -3.56784 5.37396
0.976247 4.62369 9.92665 4.1471 -1.8155 -10.1828 11.1438
2.20377 1.49329 5.19088 3.8714 2.93933 -4.13897 6.38424
4.96963 4.31658 5.53188 -2.86242 1.51233 -2.56461 4.13011
5.34605 2.88429 4.72624 -3.013 3.05858 -1.89703 4.69381
4.93738 5.15144 4.9811 -4.1718 -2.92579 -1.79227 5.40152
5.10675 -19.822 3.63679 -2.86228 25.7475 -0.694451 25.9154
4.46662 1.4668 2.13509 -2.20145 -0.436014 3.12369 3.84629
6.85411 2.4937 3.17797 -5.06419 2.9887 1.45497 6.05766
3.90164 1.43893 12.5924 -1.51294 3.95115 -23.3244 23.705
3.63557 7.56413 -4.2569 0.253132 -6.65946 9.94434 11.9709
1.86576 6.29218 5.1669 1.96463 -4.64474 -4.80544 6.96603
2.10138 5.14053 1.83673 2.37495 -3.06197 -1.17675 4.04979
1.48541 3.6397 -0.363591 2.32039 -2.6088 12.6205 13.0946
6.49599 4.38967 3.33899 -18.3296 0.000913658 -2.77168 18.538
1.57066 3.99589 0.128852 4.58232 -1.08856 3.8772 6.10044
5.15988 5.90375 3.70081 -3.39347 -4.78055 -0.327834 5.87169
-1.14727 2.33263 1.11569 6.36063 0.623389 5.05081 8.14598
1.23071 -5.06183 3.43182 3.6557 16.7741 1.80781 17.2628
1.43155 3.78934 4.80298 3.501 1.58543 -2.63526 4.65996
1.25076 5.30857 2.72591 3.06019 -3.24269 -2.49838 5.11094
5.04292 4.67007 1.04828 -3.25399 -2.49211 0.108459 4.1001
2.19538 1.14678 5.18305 3.78513 3.91079 -2.13608 5.84673
5.21948 4.76148 -5.21308 -2.69556 -3.28856 10.7171 11.5298
0.797733 1.78257 2.43295 4.48486 -0.734461 1.55352 4.8028
1.50718 4.21643 0.570104 2.02831 -3.51754 5.25035 6.63727
4.54763 0.569794 11.6265 -2.31053 5.17821 -15.4933 16.4983
0.970148 3.69215 4.39851 5.11715 -0.933461 -9.86721 11.1543
4.61927 4.47247 6.24946 -3.70631 -0.912934 -5.79632 6.94028
4.25627 5.39855 5.757 -2.16079 0.345695 -2.93008 3.65703
4.38497 0.708185 5.31463 -1.36182 5.99361 -2.82471 6.76438
2.83069 5.13512 -6.15274 0.129456 -3.84167 12.0901 12.6865
1.77644 1.85593 4.53113 3.63897 -0.705693 -0.357676 3.72398
2.07635 2.05517 1.12974 1.9841 6.02034 4.60102 7.83266
1.65121 5.4725 4.4174 4.3476 -3.74125 -1.9561 6.0601
1.52573 3.87094 0.0430248 2.85955 -3.43281 5.18982 6.84802
5.66525 5.40704 2.29205 -3.29811 -4.2891 0.169365 5.41319
1.57917 2.76365 4.60633 5.06408 0.0561795 -3.52135 6.1683
5.38998 4.8356 4.23845 -3.58278 -4.04357 -6.72463 8.62597
1.88084 2.24897 11.2139 2.27525 3.32271 -15.546 16.0592
2.40768 2.35144 0.193359 3.62475 2.59607 2.90614 5.32203
3.04406 1.33382 6.06523 2.2099 3.33568 -4.92789 6.3478
3.68597 6.28556 5.72574 0.270401 -11.472 -4.58938 12.3589
2.56303 2.10465 6.05699 0.777274 3.71914 -10.6692 11.3256
4.95942 11.5733 5.04816 -1.74051 -10.4041 -3.20112 11.0237
5.50082 4.35166 0.842141 -4.90285 -0.0362381 9.17968 10.407
5.47388 3.48674 -1.20685 -4.91828 -0.0100472 5.4438 7.33652
2.11846 2.41826 5.74417 12.0064 2.42141 -10.8438 16.3586
1.83263 5.2737 4.64598 3.23726 -3.91713 0.158939 5.08419
12.2075 2.8811 4.84253 -11.5328 0.172443 -4.01421 12.2126
1.8928 2.67908 6.07623 3.2498 1.70863 -11.7177 12.2794
4.4155 -0.951368 -3.89725 -1.41682 6.88325 9.61196 11.907
4.9703 1.10146 5.04863 -2.61489 -0.101839 -2.29583 3.48121
3.04161 6.70353 2.47754 0.999032 -5.39818 9.81867 11.2492
2.58867 12.1125 5.69998 2.1307 -25.3047 -2.38558 25.506
5.24184 4.55448 4.50768 -3.69865 0.843958 -2.34195 4.45836
1.60333 0.0542198 4.56013 6.39655 5.07651 -3.04218 8.71445
1.90304 1.79317 -4.55915 3.03179 2.82255 22.5419 22.9194
4.56702 5.89808 5.34399 -2.85398 -3.1283 -5.16693 6.68046
1.67263 2.48381 4.54766 3.71268 3.82397 -0.0565386 5.3301
1.99572 1.50675 5.06528 3.15258 2.63796 -5.19763 6.62668
-3.77559 5.61132 -0.243425 8.65384 -5.63033 5.32128 11.6149
5.26975 2.32846 1.07878 -4.38007 8.30348 3.247 9.93357
6.33271 4.26316 3.75958 -5.1765 -1.22535 0.597164 5.35296
2.12129 5.20269 5.18902 3.30153 -3.87443 -1.27969 5.24871
6.7446 2.95216 3.86938 -11.6551 1.3142 -3.95273 12.3771
5.03354 2.24843 1.04986 -2.29906 -0.436398 5.15024 5.65695
1.63266 4.76725 4.36558 2.23484 -4.9865 -1.8994 5.7851
0.987135 4.25042 0.903282 -0.606093 -1.32295 2.98266 3.3187
1.62535 4.25706 4.59915 2.92476 1.69415 -1.8401 3.84842
1.36504 4.75957 4.08582 6.46346 -2.5504 -2.9284 7.54032
5.97477 4.64859 3.44273 -4.45661 2.96663 1.34518 5.52012
1.81172 5.24756 4.60399 3.76653 -2.82893 -3.56056 5.90485
3.45861 1.1705 -17.502 0.81694 3.93563 42.6244 42.8135
0.728398 4.97135 2.96253 4.52924 -3.70825 1.55907 6.05771
1.78233 4.8324 4.56635 2.45599 -2.93417 -3.46949 5.16513
1.96613 6.9096 5.07193 2.95574 -5.12966 -3.20859 6.73385
4.42347 4.67833 6.56966 -2.40634 -4.28209 -2.93552 5.72224
5.06367 7.14245 4.15098 -3.42855 -2.63246 0.307525 4.33352
5.91826 2.39151 1.02731 -3.20079 3.09987 4.81199 6.55816
4.53034 2.11519 5.70432 -5.58769 2.33288 -4.75899 7.70147
2.73491 0.920771 2.42891 2.70074 4.58315 0.367996 5.33242
4.76719 2.04115 1.14841 -2.03897 3.99219 4.3319 6.2338
5.97046 2.25404 3.41701 -4.05407 4.5452 0.63733 6.12377
4.46724 6.4877 3.17505 -4.51625 -4.24795 6.16441 8.74308
1.70825 3.85097 5.71879 3.45462 -0.892436 0.223123 3.575
2.22133 4.73427 5.56368 2.53012 -3.09269 -3.53453 5.33472
5.94596 3.23036 0.489738 -3.80816 -2.07919 4.65335 6.3623
5.382 10.7616 4.94327 -4.33169 -8.98927 -2.14546 10.2065
5.59533 10.7907 4.56236 -3.40362 -9.95964 -1.36465 10.6133
1.07571 2.03439 3.33754 2.94603 3.56991 -1.32832 4.81537
1.52937 -0.718142 4.7693 2.80229 5.73331 -3.54907 7.30202
1.4726 -5.25301 4.01879 3.84318 16.4276 0.563824 16.8806
5.32328 3.75725 5.99255 -4.15259 -1.91652 -2.67236 5.29703
1.96526 4.26902 12.5335 1.79842 -2.90123 -49.3227 49.4407
2.44299 1.88807 5.5699 0.5476 3.28749 -5.05075 6.05125
-1.23488 1.87101 1.48295 6.67542 3.57652 1.85444 7.7969
3.95017 -0.752558 -4.04219 -2.26536 5.8 8.43989 10.4883
4.14842 0.600456 2.54757 -1.9753 3.83557 3.42788 5.51033
3.39902 5.70783 6.26146 1.94971 -2.53788 -7.4613 8.1187
-5.46566 3.81226 0.0742274 11.0196 0.965417 4.01421 11.7677
4.81429 1.23974 2.64704 -2.51349 4.29419 2.60961 5.61852
0.358138 2.66323 3.53177 10.9405 2.28319 -2.70836 11.4997
6.43089 3.15899 4.0808 -4.20615 1.26826 -3.80373 5.81108
1.74198 1.1724 3.17346 3.77984 2.49154 1.79953 4.87168
3.09796 5.82542 -4.3646 2.64348 -2.64165 8.90101 9.65372
-0.285012 5.08153 2.24234 5.63819 -2.96194 2.04252 6.68836
4.97298 5.31457 4.91883 -4.21628 -2.01144 -4.35803 6.38869
1.56166 3.21465 -0.407023 4.40717 -0.00428199 11.1804 12.0177
1.17607 5.08129 3.33058 4.56025 -3.228 -1.84223 5.883
0.901356 2.01367 3.12986 4.57405 1.01109 1.55241 4.935
1.51228 3.67489 6.06963 4.36508 -0.396094 -5.69521 7.18653
5.25946 1.85251 1.72977 -0.684258 3.84527 3.57215 5.29288
0.406391 4.8386 2.89028 5.74168 -3.26053 -0.831794 6.65506
4.99539 1.14257 5.03135 -2.37191 3.9353 -3.63632 5.85964
4.37678 4.7462 -0.185558 -2.90232 -3.25689 3.52454 5.60831
4.21426 6.03815 5.46938 -2.97014 -3.12205 -4.91028 6.53297
3.62829 0.399927 12.1059 -2.31452 3.85494 -11.4216 12.2748
0.841914 2.47608 3.63202 4.64792 2.93613 -1.42018 5.67811
-1.64195 1.78351 1.84683 6.12586 4.2014 0.820374 7.47334
0.942209 3.59746 4.46655 3.54869 1.00988 -4.25773 5.63394
2.73454 6.61473 11.6974 1.03451 -4.99838 -10.6166 11.7799
1.49955 4.48238 0.999784 4.42104 -2.36755 2.32282 5.52687
4.49887 4.83242 5.7295 -1.63772 -4.16251 -0.278067 4.48173
1.8106 2.89699 5.43434 3.62254 2.53807 -1.52497 4.67868
1.54511 1.77413 1.83882 1.84863 5.24694 3.81404 6.74498
6.77095 4.4841 3.12676 -1.80961 -2.43108 -1.93982 3.59829
3.71121 0.493465 2.28169 -0.718383 5.08658 3.74496 6.35721
1.7685 2.10719 4.54695 2.657 2.70334 1.35343 4.02486
5.9771 5.01813 1.35069 -3.84366 -3.56557 3.78674 6.46733
6.30982 4.6257 3.15515 -5.01316 -2.98943 -0.176661 5.83949
0.899574 3.71796 4.32014 3.03267 -2.24203 -2.59374 4.57726
5.05851 6.29671 3.93059 -1.80045 -5.07109 -2.20181 5.81425
1.67861 3.82965 5.4219 5.96245 1.09859 -4.20366 7.37756
2.37419 2.25338 5.85917 2.75724 1.82412 0.242928 3.31494
0.857363 1.8852 2.85724 0.768874 3.57186 -0.34613 3.67004
4.15832 0.709957 2.51218 -2.36207 4.78933 6.38039 8.32024
4.1547 6.90476 5.27928 -1.79739 -4.57996 -4.8325 6.89635
1.14011 3.88145 0.543462 3.86175 -2.00183 4.2667 6.09304
1.88699 4.14897 5.64611 2.71556 -3.22143 -2.71315 5.01129
5.28645 6.45761 4.43076 -2.60594 -4.48748 1.86978 5.51584
-3.79895 5.35116 1.3184 9.07445 -2.86776 3.19618 10.0392
4.30133 5.74882 5.60927 -0.761364 -11.5988 -16.6002 20.2652
1.39303 1.8554 3.8563 2.86962 3.58712 -1.84972 4.95213
5.8875 4.84011 3.33635 -7.49555 -2.74955 -2.06333 8.24625
2.3909 2.13679 5.72212 1.57466 3.67441 -3.56809 5.35837
-4.58868 0.650515 3.1927 11.9008 4.99853 -1.64612 13.0125
1.79107 0.640795 4.09463 1.84354 4.8102 -2.92035 5.92158
4.82506 13.2621 3.43487 -2.86055 -11.5275 -1.49728 11.9711
1.00591 2.25842 3.49596 4.02766 -1.55109 0.282066 4.32521
2.72351 1.11383 12.0246 0.62692 5.0379 -9.96316 11.182
5.25543 1.26618 3.33146 -2.70138 4.67091 -0.856693 5.4634
2.48995 5.34877 1.99174 2.97317 -2.82109 2.31093 4.70518
-5.03797 4.47423 0.828187 10.9936 -0.114724 3.10156 11.4233
2.12179 11.2701 6.18698 1.30294 -10.5663 -4.08199 11.402
2.19812 1.44966 5.18116 3.44871 3.71459 -1.73529 5.35752
5.1479 0.881746 -2.5188 -3.13303 4.37053 7.60659 9.31545
1.47763 4.69195 1.19868 2.67359 -4.44581 4.09829 6.6113
2.28595 1.07515 2.73474 3.81974 3.73137 6.81493 8.65776
5.88494 2.52036 0.939327 -0.686896 2.06757 3.62028 4.22529
5.34917 1.91781 4.26552 -3.398 -1.44653 -0.443409 3.7196
3.14132 1.65035 0.57739 1.82413 3.94424 4.45715 6.22501
5.44091 2.47485 0.966017 -3.28241 2.41528 6.61935 7.77326
5.20552 1.11009 3.67152 -3.66246 1.60877 0.8466 4.08883
1.13703 1.74722 2.95122 4.10124 1.30206 2.33055 4.89356
3.20615 19.4521 -4.7413 0.642859 -18.3297 10.6226 21.195
2.6777 0.853701 11.8454 0.972816 4.6478 -10.4828 11.5082
1.61669 5.64449 3.5975 3.97834 -0.74035 0.3404 4.06093
5.53703 2.02874 4.08557 -5.61202 2.98275 -2.74668 6.92357
5.0394 4.17649 5.4242 -2.6609 -2.84668 -3.12642 4.99584
1.71046 5.67001 3.03459 4.19449 -4.06246 -0.714593 5.88285
6.67603 3.41886 0.740352 -54.4216 -0.346166 3.36603 54.5267
0.51952 3.17546 0.789519 5.52048 -0.89544 8.98468 10.5831
5.01394 1.67317 2.02674 -3.5017 1.14018 2.52632 4.46589
2.68255 1.9699 0.08189 1.57509 3.03217 0.895519 3.53227
0.971446 3.77457 17.1343 5.19287 -0.105487 -22.9374 23.5181
6.30907 4.25919 -5.33288 -4.31542 -2.6756 16.7927 17.5436
2.08475 5.68017 2.68187 2.81952 -3.02409 3.63991 5.50852
5.09772 0.9939 3.48706 -3.29102 3.02908 2.38421 5.06859
2.61012 0.515742 2.88046 1.96331 4.00205 3.34539 5.57339
3.26893 0.639796 -4.23585 0.8901 5.08201 16.3557 17.1501
4.78675 4.74754 5.47106 -2.42366 -4.0324 -2.35912 5.26306
5.14471 5.84362 3.46087 -2.63684 -3.62179 -3.21526 5.51436
1.00261 5.13558 2.75871 4.27246 -0.592107 1.70632 4.63854
2.12663 1.32852 2.36254 -0.194261 4.68691 0.96162 4.78849
1.72624 1.24453 3.04501 3.59586 6.91864 1.39973 7.92193
1.90759 7.16001 4.05137 3.32558 -6.90699 0.37031 7.67484
5.76179 2.5854 10.473 -2.35066 3.51624 -8.43874 9.43938
4.53034 1.64174 -10.8682 -3.32792 2.34943 40.8179 41.0207
1.62125 1.17365 3.84069 3.60143 1.20464 0.698898 3.86134
4.2243 1.53211 1.91934 -2.38703 18.3346 1.73734 18.5708
5.93708 1.52287 2.15006 -3.82139 2.81299 -2.34648 5.29357
12.8618 1.8713 3.12455 -19.5337 3.08873 -0.61266 19.7859
3.14083 1.64081 1.01505 -0.213815 4.68284 4.45126 6.4644
5.17439 5.41495 4.54505 -4.08384 -2.59328 -0.406322 4.85468
1.79486 2.76856 -6.57332 3.76282 0.503835 62.7763 62.891
2.69375 1.87283 0.311969 2.77781 3.61713 3.37515 5.67376
2.31984 5.84915 2.64997 2.93577 -2.99121 2.21694 4.74141
4.84787 1.80062 1.81639 -3.14638 4.30233 3.16457 6.19873
4.02726 1.5543 1.71066 1.30354 4.03175 1.22531 4.41085
5.43282 3.43695 11.7786 -3.5968 -0.611266 -25.0449 25.3093
1.72549 1.76657 1.88692 -0.892598 3.27717 0.901689 3.5142
5.08684 4.48008 11.2371 -2.39145 0.879431 -9.35985 9.70048
3.0684 1.47985 6.30358 2.88277 3.39846 -11.4264 12.2646
3.59 -0.330467 5.69011 -2.047 5.06624 -4.4695 7.05928
5.3171 2.1533 1.23235 -5.10883 2.41031 1.82087 5.93509
1.88033 1.18311 5.00123 1.8817 4.66877 -2.99966 5.85971
5.91294 5.44516 2.11241 -3.13592 -5.2326 3.18156 6.88014
2.30282 1.97482 1.31568 4.65048 2.91045 1.39467 5.66063
1.97503 2.51161 5.37044 2.75804 -1.41206 -2.52054 3.99423
2.18531 5.62208 2.37171 2.28078 -3.34545 3.77359 5.5348
2.60176 1.24044 2.28025 0.324509 4.96537 3.23197 5.93345
3.22221 0.0579447 -4.05773 1.41152 4.42335 10.1951 11.2026
1.68848 1.50231 10.8634 2.0886 4.81603 -14.9757 15.8691
2.06081 1.43777 2.27574 2.42152 -0.771812 2.99044 3.92456
2.18368 2.05908 1.0089 2.9943 6.8911 3.49065 8.28479
5.7206 3.17157 0.347818 -5.09372 -0.566754 9.69399 10.9654
4.88357 4.9875 5.16981 -4.75627 -0.867322 -4.06042 6.31359
-5.6219 3.29132 6.45584 10.975 -0.160947 -6.65735 12.8374
12.0536 1.90862 4.56803 -11.1882 1.85729 -3.92732 12.002
1.02139 10.633 4.42327 6.21807 -9.3147 -2.82262 11.5497
2.96398 1.74175 6.78484 2.09385 3.78978 -4.26566 6.07803
0.879769 3.20162 4.30053 3.69732 1.56068 -16.4016 16.8855
6.74631 4.37269 3.27213 -6.22388 -1.11639 -2.55637 6.82041
5.67426 4.11623 -5.77881 -4.20116 -0.817681 17.443 17.9604
2.8986 0.511586 2.50828 2.39825 3.25298 2.91837 4.98502
5.33728 5.43093 2.27916 -3.68754 -3.82977 -0.17711 5.31944
5.25083 -4.24567 4.69011 -2.45228 11.081 -2.05703 11.534
-5.39593 3.21802 -0.298144 11.1086 -1.16482 3.89174 11.828
1.82784 5.97891 3.61977 3.42122 -1.28469 0.824536 3.74634
5.81226 2.69299 0.812091 -0.832062 3.92216 4.28195 5.86607
0.808827 4.36506 3.81393 4.39795 -1.6769 -3.30659 5.75218
1.4109 5.01443 1.5061 4.24975 -4.98365 3.6477 7.49685
4.21023 5.19846 5.99297 -2.47152 -3.55705 -3.92936 5.84816
4.52487 1.6893 1.88078 -0.577796 10.5366 4.57848 11.5029
4.81406 6.58046 5.11351 -3.8368 -4.51703 -3.83474 7.05902
4.31351 5.1478 1.58047 -0.888287 -4.00733 4.58369 6.15288
